10000042,10000001,2.303196057420489
10000084,10000496,2.303196057420489
10000093,10000069,1.1515980287102445
10000093,10000129,1.1515980287102445
10000110,10000811,2.303196057420489
10000132,10000816,2.303196057420489
10000141,10000202,2.303196057420489
10000235,10000534,2.303196057420489
10000237,10000167,2.303196057420489
10000291,10000722,2.002166061756508
10000295,10000955,2.303196057420489
10000299,10000477,2.303196057420489
10000363,10000472,2.303196057420489
10000369,10000044,2.303196057420489
10000444,10000731,2.303196057420489
10000459,10000861,2.303196057420489
10000462,10000525,2.303196057420489
10000473,10000962,2.303196057420489
10000556,10000312,2.303196057420489
10000569,10000476,2.303196057420489
10000576,10000781,2.303196057420489
10000587,10000949,2.303196057420489
10000604,10000975,2.303196057420489
10000619,10000225,2.303196057420489
10000644,10000028,2.303196057420489
10000651,10000600,2.303196057420489
10000664,10000557,2.303196057420489
10000666,10000843,2.303196057420489
10000668,10000033,2.303196057420489
10000695,10000061,1.8260748027008264
10000730,10000108,2.303196057420489
10000745,10000619,2.303196057420489
10000747,10000808,2.303196057420489
10000778,10000989,1.8260748027008264
10000826,10000057,2.303196057420489
10000828,10000712,2.303196057420489
10000839,10000989,1.8260748027008264
10000871,10000061,1.8260748027008264
10000895,10000729,2.303196057420489
10000899,10000724,2.303196057420489
10000934,10000481,2.303196057420489
10000965,10000011,2.303196057420489
10000981,10000776,2.303196057420489
BUR,OAK,1.5652069737435654
BUR,SFO,0.2608678289572609
LAX,SFO,1.5652069737435654
LAX,SJC,0.2860237231080725
OAK,BUR,0.09100754826165945
OAK,SAN,0.8190679343549351
OAK,SFO,0.3320136004910594
OAK,SNA,0.7280603860932756
10000021,10000902,2.303196057420489
10000052,10000325,2.303196057420489
10000094,10000304,2.303196057420489
10000111,10000126,2.303196057420489
10000122,10000431,2.303196057420489
10000166,10000428,2.303196057420489
10000171,10000400,2.303196057420489
10000182,10000236,2.303196057420489
10000205,10000651,2.303196057420489
10000212,10000784,2.303196057420489
10000236,10000898,2.303196057420489
10000249,10000990,2.303196057420489
10000258,10000892,2.303196057420489
10000324,10000087,2.002166061756508
10000326,10000118,2.303196057420489
10000342,10000019,2.303196057420489
10000368,10000272,2.303196057420489
10000470,10000078,2.303196057420489
10000489,10000957,2.303196057420489
10000508,10000087,2.002166061756508
10000524,10000941,2.002166061756508
10000559,10000787,2.303196057420489
10000582,10000376,2.303196057420489
10000584,10000546,2.303196057420489
10000586,10000989,1.8260748027008264
10000627,10000767,2.303196057420489
10000638,10000819,2.303196057420489
10000649,10000178,2.303196057420489
10000669,10000541,2.303196057420489
10000689,10000131,2.303196057420489
10000690,10000867,2.303196057420489
10000692,10000642,2.303196057420489
10000696,10000159,2.303196057420489
10000706,10000563,2.303196057420489
10000719,10000268,2.303196057420489
10000731,10000734,2.303196057420489
10000739,10000074,2.303196057420489
10000764,10000967,2.303196057420489
10000768,10000941,2.002166061756508
10000775,10000468,2.303196057420489
10000786,10000966,2.303196057420489
10000788,10000089,2.303196057420489
10000801,10000267,2.303196057420489
10000829,10000061,1.8260748027008264
10000849,10000495,2.303196057420489
10000861,10000802,2.303196057420489
10000863,10000459,1.1515980287102445
10000863,10000521,1.1515980287102445
10000867,10000041,2.303196057420489
10000881,10000443,2.303196057420489
10000890,10000799,2.303196057420489
10000902,10000329,2.303196057420489
10000906,10000625,2.303196057420489
10000946,10000116,1.1515980287102445
10000946,10000747,1.1515980287102445
10000955,10000638,2.303196057420489
10000977,10000722,2.002166061756508
LAS,SNA,2.002166061756508
PHX,LAX,1.8260748027008264
SAN,OAK,1.8260748027008264
SFO,BUR,0.35332342266291317
SFO,LAX,0.3222484945942635
SFO,PDX,0.2709642420494693
SFO,RNO,0.2709642420494693
SFO,SAN,0.8244213195467973
SMF,LAX,1.8260748027008264
SNA,LAS,0.5234536494137475
SNA,OAK,0.996040801473178
SNA,SJC,0.4550377413082972
